BEAM Analysis Results Table,,,,,,,
,status,family,pval,qval,gene_short_name,num_cells_expressed,use_for_ordering
KB-1507C5.4,OK,negbinomial.size,1,1,KB-1507C5.4,0,FALSE
KB-1562D12.1,OK,negbinomial.size,1,1,KB-1562D12.1,1,FALSE
KB-1568E2.1,OK,negbinomial.size,1,1,KB-1568E2.1,1,FALSE
KB-1592A4.15,OK,negbinomial.size,1,1,KB-1592A4.15,0,FALSE
KB-1615E4.2,FAIL,negbinomial.size,1,1,KB-1615E4.2,2,FALSE
KB-1615E4.3,OK,negbinomial.size,1,1,KB-1615E4.3,0,FALSE
KB-1732A1.1,OK,negbinomial.size,0.206144147,1,KB-1732A1.1,80,FALSE
KB-173C10.1,OK,negbinomial.size,1,1,KB-173C10.1,0,FALSE
KB-173C10.2,OK,negbinomial.size,1,1,KB-173C10.2,0,FALSE
KB-1836B5.4,OK,negbinomial.size,1,1,KB-1836B5.4,0,FALSE
KB-1980E6.3,OK,negbinomial.size,1,1,KB-1980E6.3,0,FALSE
KB-208E9.1,OK,negbinomial.size,1,1,KB-208E9.1,1,FALSE
KB-226F1.2,OK,negbinomial.size,1,1,KB-226F1.2,0,FALSE
KB-431C1.5,OK,negbinomial.size,1,1,KB-431C1.5,1,FALSE
KB-68A7.1,OK,negbinomial.size,1,1,KB-68A7.1,0,FALSE
KBTBD11,OK,negbinomial.size,0.779024364,1,KBTBD11,783,FALSE
KBTBD11-OT1,OK,negbinomial.size,0.515066387,1,KBTBD11-OT1,68,FALSE
KBTBD12,OK,negbinomial.size,0.803527523,1,KBTBD12,128,FALSE
KBTBD2,OK,negbinomial.size,0.804359371,1,KBTBD2,580,FALSE
KBTBD3,OK,negbinomial.size,0.854969747,1,KBTBD3,256,FALSE
KBTBD4,OK,negbinomial.size,0.838393147,1,KBTBD4,165,FALSE
KBTBD6,OK,negbinomial.size,0.93755878,1,KBTBD6,67,FALSE
KBTBD7,OK,negbinomial.size,0.491960319,1,KBTBD7,343,FALSE
KBTBD8,OK,negbinomial.size,0.937581941,1,KBTBD8,39,FALSE
KC6,OK,negbinomial.size,1,1,KC6,0,FALSE
KCCAT211,OK,negbinomial.size,1,1,KCCAT211,0,FALSE
KCMF1,OK,negbinomial.size,0.340618102,1,KCMF1,1604,TRUE
KCNA1,OK,negbinomial.size,1,1,KCNA1,0,FALSE
KCNA2,OK,negbinomial.size,1,1,KCNA2,1,FALSE
KCNA3,OK,negbinomial.size,1,1,KCNA3,2,FALSE
KCNA5,OK,negbinomial.size,1,1,KCNA5,2,FALSE
KCNA7,OK,negbinomial.size,1,1,KCNA7,1,FALSE
KCNAB1,OK,negbinomial.size,0.482433239,1,KCNAB1,16,FALSE
KCNAB2,OK,negbinomial.size,0.704543906,1,KCNAB2,79,FALSE
KCNAB3,OK,negbinomial.size,0.94757982,1,KCNAB3,52,FALSE
KCNB1,OK,negbinomial.size,0.094728087,1,KCNB1,58,FALSE
KCNB2,OK,negbinomial.size,1,1,KCNB2,3,FALSE
KCNC1,OK,negbinomial.size,1,1,KCNC1,9,FALSE
KCNC2,OK,negbinomial.size,1,1,KCNC2,1,FALSE
KCNC3,OK,negbinomial.size,0.998978564,1,KCNC3,8,FALSE
KCNC4,OK,negbinomial.size,0.985715361,1,KCNC4,83,FALSE
KCNC4-AS1,OK,negbinomial.size,1,1,KCNC4-AS1,0,FALSE
KCND1,OK,negbinomial.size,0.528860123,1,KCND1,18,FALSE
KCND2,OK,negbinomial.size,1,1,KCND2,1,FALSE
KCND3,OK,negbinomial.size,0.738054186,1,KCND3,138,FALSE
KCNE1,OK,negbinomial.size,0.999905162,1,KCNE1,6,FALSE
KCNE1B,OK,negbinomial.size,1,1,KCNE1B,0,FALSE
KCNE2,OK,negbinomial.size,1,1,KCNE2,3,FALSE
KCNE3,OK,negbinomial.size,0.541828133,1,KCNE3,461,FALSE
KCNE4,OK,negbinomial.size,1,1,KCNE4,1,FALSE
KCNE5,OK,negbinomial.size,1,1,KCNE5,0,FALSE
KCNF1,OK,negbinomial.size,0.999882756,1,KCNF1,9,FALSE
KCNG1,OK,negbinomial.size,0.019501052,0.368590911,KCNG1,176,FALSE
KCNG2,FAIL,negbinomial.size,1,1,KCNG2,3,FALSE
KCNG3,OK,negbinomial.size,0.101210018,1,KCNG3,49,FALSE
KCNH1,OK,negbinomial.size,1,1,KCNH1,0,FALSE
KCNH2,FAIL,negbinomial.size,1,1,KCNH2,19,FALSE
KCNH3,OK,negbinomial.size,1,1,KCNH3,1,FALSE
KCNH4,OK,negbinomial.size,1,1,KCNH4,1,FALSE
KCNH6,OK,negbinomial.size,1,1,KCNH6,5,FALSE
KCNH8,FAIL,negbinomial.size,1,1,KCNH8,87,FALSE
KCNIP1,OK,negbinomial.size,1,1,KCNIP1,0,FALSE
KCNIP2,OK,negbinomial.size,0.930180756,1,KCNIP2,15,FALSE
KCNIP2-AS1,OK,negbinomial.size,1,1,KCNIP2-AS1,3,FALSE
KCNIP3,OK,negbinomial.size,0.999988457,1,KCNIP3,6,FALSE
KCNIP4,OK,negbinomial.size,0.951132357,1,KCNIP4,9,FALSE
KCNIP4-IT1,OK,negbinomial.size,1,1,KCNIP4-IT1,1,FALSE
KCNJ10,OK,negbinomial.size,0.9999994,1,KCNJ10,6,FALSE
KCNJ11,OK,negbinomial.size,1,1,KCNJ11,5,FALSE
KCNJ12,FAIL,negbinomial.size,1,1,KCNJ12,13,FALSE
KCNJ14,OK,negbinomial.size,0.95565797,1,KCNJ14,66,FALSE
KCNJ15,OK,negbinomial.size,0.564122427,1,KCNJ15,4,FALSE
KCNJ16,OK,negbinomial.size,0.528613182,1,KCNJ16,49,FALSE
KCNJ18,OK,negbinomial.size,1,1,KCNJ18,0,FALSE
KCNJ2,OK,negbinomial.size,0.349800668,1,KCNJ2,558,FALSE
KCNJ2-AS1,OK,negbinomial.size,0.622434806,1,KCNJ2-AS1,167,FALSE
KCNJ3,OK,negbinomial.size,1,1,KCNJ3,45,FALSE
KCNJ4,OK,negbinomial.size,1,1,KCNJ4,0,FALSE
KCNJ5,OK,negbinomial.size,0.999250757,1,KCNJ5,3,FALSE
KCNJ6,OK,negbinomial.size,1,1,KCNJ6,3,FALSE
KCNJ8,OK,negbinomial.size,1,1,KCNJ8,1,FALSE
KCNK1,OK,negbinomial.size,0.187565294,1,KCNK1,1966,TRUE
KCNK10,OK,negbinomial.size,0.956652222,1,KCNK10,92,FALSE
KCNK12,OK,negbinomial.size,1,1,KCNK12,3,FALSE
KCNK13,OK,negbinomial.size,1,1,KCNK13,0,FALSE
KCNK15,OK,negbinomial.size,1,1,KCNK15,35,FALSE
KCNK15-AS1,OK,negbinomial.size,1,1,KCNK15-AS1,2,FALSE
KCNK17,OK,negbinomial.size,0.99994563,1,KCNK17,6,FALSE
KCNK2,OK,negbinomial.size,1,1,KCNK2,1,FALSE
KCNK3,OK,negbinomial.size,1,1,KCNK3,0,FALSE
KCNK4,OK,negbinomial.size,1,1,KCNK4,0,FALSE
KCNK5,OK,negbinomial.size,0.768246563,1,KCNK5,1602,TRUE
KCNK6,OK,negbinomial.size,0.000443316,0.01787942,KCNK6,2296,TRUE
KCNK7,OK,negbinomial.size,0.998020571,1,KCNK7,32,FALSE
KCNK9,OK,negbinomial.size,0.997984008,1,KCNK9,14,FALSE
KCNMA1,OK,negbinomial.size,0.942021492,1,KCNMA1,34,FALSE
KCNMB1,OK,negbinomial.size,1,1,KCNMB1,5,FALSE
KCNMB2,OK,negbinomial.size,1,1,KCNMB2,0,FALSE
KCNMB2-AS1,OK,negbinomial.size,1,1,KCNMB2-AS1,15,FALSE
KCNMB3,OK,negbinomial.size,0.834935931,1,KCNMB3,82,FALSE
KCNMB4,OK,negbinomial.size,0.988465707,1,KCNMB4,51,FALSE
KCNN1,OK,negbinomial.size,0.989578419,1,KCNN1,54,FALSE
KCNN2,OK,negbinomial.size,1,1,KCNN2,9,FALSE
KCNN3,OK,negbinomial.size,0.943844541,1,KCNN3,9,FALSE
KCNN4,OK,negbinomial.size,4.18E-07,3.31E-05,KCNN4,955,TRUE
KCNQ1,OK,negbinomial.size,0.429223517,1,KCNQ1,778,FALSE
KCNQ1-AS1,OK,negbinomial.size,1,1,KCNQ1-AS1,1,FALSE
KCNQ1DN,OK,negbinomial.size,0.999285621,1,KCNQ1DN,3,FALSE
KCNQ1OT1,OK,negbinomial.size,4.98E-05,0.00265032,KCNQ1OT1,2798,TRUE
KCNQ2,OK,negbinomial.size,1,1,KCNQ2,4,FALSE
KCNQ3,OK,negbinomial.size,1,1,KCNQ3,18,FALSE
KCNQ4,FAIL,negbinomial.size,1,1,KCNQ4,33,FALSE
KCNQ5,OK,negbinomial.size,1,1,KCNQ5,0,FALSE
KCNRG,OK,negbinomial.size,0.969557561,1,KCNRG,37,FALSE
KCNS1,OK,negbinomial.size,1,1,KCNS1,0,FALSE
KCNS2,OK,negbinomial.size,1,1,KCNS2,1,FALSE
KCNS3,OK,negbinomial.size,0.020185329,0.378167249,KCNS3,82,FALSE
KCNT1,OK,negbinomial.size,0.999120532,1,KCNT1,4,FALSE
KCNT2,OK,negbinomial.size,1,1,KCNT2,0,FALSE
KCNV1,OK,negbinomial.size,1,1,KCNV1,16,FALSE
KCP,OK,negbinomial.size,0.543574752,1,KCP,162,FALSE
KCTD1,OK,negbinomial.size,0.622037243,1,KCTD1,148,FALSE
KCTD10,OK,negbinomial.size,0.972917688,1,KCTD10,779,FALSE
KCTD11,OK,negbinomial.size,0.678480145,1,KCTD11,353,FALSE
KCTD12,OK,negbinomial.size,0.348859789,1,KCTD12,295,FALSE
KCTD13,OK,negbinomial.size,0.044073248,0.64873645,KCTD13,213,FALSE
KCTD14,OK,negbinomial.size,0.999915628,1,KCTD14,121,FALSE
KCTD15,OK,negbinomial.size,0.995829828,1,KCTD15,39,FALSE
KCTD16,OK,negbinomial.size,1,1,KCTD16,7,FALSE
KCTD17,OK,negbinomial.size,0.988777366,1,KCTD17,302,FALSE
KCTD18,OK,negbinomial.size,0.446498416,1,KCTD18,248,FALSE
KCTD19,OK,negbinomial.size,1,1,KCTD19,0,FALSE
KCTD2,OK,negbinomial.size,0.917969955,1,KCTD2,291,FALSE
KCTD20,OK,negbinomial.size,0.505284094,1,KCTD20,469,FALSE
KCTD21,OK,negbinomial.size,0.973586034,1,KCTD21,111,FALSE
KCTD21-AS1,OK,negbinomial.size,0.635337592,1,KCTD21-AS1,46,FALSE
KCTD3,OK,negbinomial.size,0.93386501,1,KCTD3,592,FALSE
KCTD4,OK,negbinomial.size,0.310229114,1,KCTD4,10,FALSE
KCTD5,OK,negbinomial.size,0.993833079,1,KCTD5,1259,TRUE
KCTD6,OK,negbinomial.size,0.753699733,1,KCTD6,127,FALSE
KCTD7,OK,negbinomial.size,0.387637041,1,KCTD7,67,FALSE
KCTD8,OK,negbinomial.size,1,1,KCTD8,2,FALSE
KCTD9,OK,negbinomial.size,0.002341901,0.071703317,KCTD9,1139,TRUE
KDELC1,OK,negbinomial.size,0.999099953,1,KDELC1,15,FALSE
KDELC2,OK,negbinomial.size,0.96256871,1,KDELC2,113,FALSE
KDELR1,OK,negbinomial.size,0.7516988,1,KDELR1,2762,TRUE
KDELR2,OK,negbinomial.size,3.96E-11,5.29E-09,KDELR2,1460,TRUE
KDELR3,OK,negbinomial.size,0.127063391,1,KDELR3,369,FALSE
KDF1,OK,negbinomial.size,0.524478896,1,KDF1,549,FALSE
KDM1A,OK,negbinomial.size,0.45539842,1,KDM1A,613,FALSE
KDM1B,OK,negbinomial.size,0.539250319,1,KDM1B,830,FALSE
KDM2A,OK,negbinomial.size,0.168116199,1,KDM2A,1619,TRUE
KDM2B,OK,negbinomial.size,0.970111532,1,KDM2B,232,FALSE
KDM3A,OK,negbinomial.size,0.239521063,1,KDM3A,890,FALSE
KDM3B,OK,negbinomial.size,0.07377545,0.905035332,KDM3B,790,FALSE
KDM4A,OK,negbinomial.size,0.896631773,1,KDM4A,253,FALSE
KDM4A-AS1,OK,negbinomial.size,0.999998826,1,KDM4A-AS1,19,FALSE
KDM4B,OK,negbinomial.size,0.900172491,1,KDM4B,775,FALSE
KDM4C,OK,negbinomial.size,0.345512479,1,KDM4C,827,TRUE
KDM4D,OK,negbinomial.size,1,1,KDM4D,5,FALSE
KDM5A,OK,negbinomial.size,0.418766094,1,KDM5A,1944,TRUE
KDM5B,OK,negbinomial.size,0.828698049,1,KDM5B,1291,TRUE
KDM5C,OK,negbinomial.size,0.738854683,1,KDM5C,949,TRUE
KDM5D,OK,negbinomial.size,0.354024695,1,KDM5D,420,FALSE
KDM6A,OK,negbinomial.size,0.84332485,1,KDM6A,827,FALSE
KDM6B,OK,negbinomial.size,0.014543614,0.298760513,KDM6B,1464,TRUE
KDM7A,OK,negbinomial.size,0.976081144,1,KDM7A,1596,TRUE
KDM8,OK,negbinomial.size,0.326999069,1,KDM8,43,FALSE
KDR,OK,negbinomial.size,0.251427772,1,KDR,3,FALSE
KDSR,OK,negbinomial.size,0.491344679,1,KDSR,918,FALSE
KEAP1,OK,negbinomial.size,0.837667926,1,KEAP1,764,FALSE
KEL,OK,negbinomial.size,1,1,KEL,1,FALSE
KERA,OK,negbinomial.size,1,1,KERA,0,FALSE
KHDC1,OK,negbinomial.size,1,1,KHDC1,10,FALSE
KHDC1L,OK,negbinomial.size,1,1,KHDC1L,0,FALSE
KHDRBS1,OK,negbinomial.size,0.937055928,1,KHDRBS1,1487,TRUE
KHDRBS2,OK,negbinomial.size,0.980447109,1,KHDRBS2,51,FALSE
KHDRBS3,OK,negbinomial.size,0.611315505,1,KHDRBS3,194,FALSE
KHK,OK,negbinomial.size,0.883791544,1,KHK,186,FALSE
KHNYN,OK,negbinomial.size,0.903520634,1,KHNYN,1061,TRUE
KHSRP,OK,negbinomial.size,0.870283439,1,KHSRP,717,FALSE
KIAA0040,OK,negbinomial.size,0.911157772,1,KIAA0040,456,FALSE
KIAA0087,OK,negbinomial.size,1,1,KIAA0087,0,FALSE
KIAA0100,OK,negbinomial.size,0.513849802,1,KIAA0100,759,FALSE
KIAA0101,OK,negbinomial.size,0.423922272,1,KIAA0101,74,FALSE
KIAA0125,FAIL,negbinomial.size,1,1,KIAA0125,3,FALSE
KIAA0141,OK,negbinomial.size,0.076924125,0.928129843,KIAA0141,38,FALSE
KIAA0196,OK,negbinomial.size,0.649702103,1,KIAA0196,51,FALSE
KIAA0226L,OK,negbinomial.size,0.435410196,1,KIAA0226L,87,FALSE
KIAA0232,OK,negbinomial.size,0.390868806,1,KIAA0232,2467,TRUE
KIAA0319,OK,negbinomial.size,0.461500032,1,KIAA0319,41,FALSE
KIAA0319L,OK,negbinomial.size,0.25351869,1,KIAA0319L,1132,TRUE
KIAA0355,OK,negbinomial.size,0.247231141,1,KIAA0355,670,FALSE
KIAA0368,OK,negbinomial.size,0.356883318,1,KIAA0368,64,FALSE
KIAA0391,OK,negbinomial.size,0.898057598,1,KIAA0391,28,FALSE
KIAA0408,OK,negbinomial.size,1,1,KIAA0408,0,FALSE
KIAA0430,OK,negbinomial.size,0.628977724,1,KIAA0430,45,FALSE
KIAA0513,OK,negbinomial.size,0.96229768,1,KIAA0513,448,FALSE
KIAA0556,OK,negbinomial.size,0.927712153,1,KIAA0556,457,FALSE
KIAA0586,OK,negbinomial.size,0.843165358,1,KIAA0586,241,FALSE
KIAA0753,OK,negbinomial.size,0.946460292,1,KIAA0753,236,FALSE
KIAA0825,OK,negbinomial.size,0.836955587,1,KIAA0825,82,FALSE
KIAA0895,OK,negbinomial.size,0.365266432,1,KIAA0895,80,FALSE
KIAA0895L,OK,negbinomial.size,0.041483992,0.627990526,KIAA0895L,236,FALSE
KIAA0907,OK,negbinomial.size,0.055283614,0.757626982,KIAA0907,188,FALSE
KIAA0922,OK,negbinomial.size,1,1,KIAA0922,6,FALSE
KIAA0930,OK,negbinomial.size,0.855362008,1,KIAA0930,466,FALSE
KIAA1024,OK,negbinomial.size,1,1,KIAA1024,6,FALSE
KIAA1024L,OK,negbinomial.size,1,1,KIAA1024L,0,FALSE
KIAA1033,OK,negbinomial.size,0.592504397,1,KIAA1033,84,FALSE
KIAA1107,OK,negbinomial.size,1,1,KIAA1107,3,FALSE
KIAA1109,OK,negbinomial.size,0.998180506,1,KIAA1109,1960,TRUE
KIAA1143,OK,negbinomial.size,0.82065662,1,KIAA1143,439,FALSE
KIAA1147,OK,negbinomial.size,0.725542102,1,KIAA1147,456,FALSE
KIAA1161,OK,negbinomial.size,0.997637748,1,KIAA1161,41,FALSE
KIAA1191,OK,negbinomial.size,0.997144733,1,KIAA1191,967,FALSE
KIAA1211,OK,negbinomial.size,0.694735887,1,KIAA1211,465,FALSE
KIAA1211L,OK,negbinomial.size,0.433602511,1,KIAA1211L,365,FALSE
KIAA1217,OK,negbinomial.size,0.981948434,1,KIAA1217,1562,TRUE
KIAA1257,OK,negbinomial.size,0.66568815,1,KIAA1257,44,FALSE
KIAA1324,OK,negbinomial.size,0.286446671,1,KIAA1324,255,FALSE
KIAA1324L,OK,negbinomial.size,0.46793785,1,KIAA1324L,124,FALSE
KIAA1328,OK,negbinomial.size,0.931242051,1,KIAA1328,70,FALSE
KIAA1429,OK,negbinomial.size,0.234777803,1,KIAA1429,50,FALSE
KIAA1456,OK,negbinomial.size,1,1,KIAA1456,3,FALSE
KIAA1462,OK,negbinomial.size,1,1,KIAA1462,1,FALSE
KIAA1468,OK,negbinomial.size,0.725390209,1,KIAA1468,1028,TRUE
KIAA1522,OK,negbinomial.size,0.002298458,0.071068594,KIAA1522,2576,TRUE
KIAA1524,OK,negbinomial.size,1,1,KIAA1524,5,FALSE
KIAA1549,OK,negbinomial.size,0.965220605,1,KIAA1549,132,FALSE
KIAA1549L,OK,negbinomial.size,1,1,KIAA1549L,8,FALSE
KIAA1551,OK,negbinomial.size,0.996894087,1,KIAA1551,871,FALSE
KIAA1586,OK,negbinomial.size,0.996354758,1,KIAA1586,88,FALSE
KIAA1614,FAIL,negbinomial.size,1,1,KIAA1614,4,FALSE
KIAA1614-AS1,FAIL,negbinomial.size,1,1,KIAA1614-AS1,9,FALSE
KIAA1644,OK,negbinomial.size,1,1,KIAA1644,0,FALSE
KIAA1671,OK,negbinomial.size,0.016547304,0.327724571,KIAA1671,1528,TRUE
KIAA1683,OK,negbinomial.size,0.999986761,1,KIAA1683,19,FALSE
KIAA1715,OK,negbinomial.size,0.412357849,1,KIAA1715,75,FALSE
KIAA1755,OK,negbinomial.size,1,1,KIAA1755,1,FALSE
KIAA1841,OK,negbinomial.size,0.800159877,1,KIAA1841,303,FALSE
KIAA1919,OK,negbinomial.size,0.476000072,1,KIAA1919,35,FALSE
KIAA1958,OK,negbinomial.size,0.578367207,1,KIAA1958,264,FALSE
KIAA2012,OK,negbinomial.size,1,1,KIAA2012,2,FALSE
KIAA2013,OK,negbinomial.size,0.025170961,0.445767331,KIAA2013,2116,TRUE
KIAA2022,OK,negbinomial.size,1,1,KIAA2022,1,FALSE
KIAA2026,OK,negbinomial.size,0.990662665,1,KIAA2026,1453,TRUE
KIDINS220,OK,negbinomial.size,0.721235575,1,KIDINS220,801,FALSE
KIF11,OK,negbinomial.size,0.723956486,1,KIF11,80,FALSE
KIF12,OK,negbinomial.size,0.000694013,0.026185369,KIF12,299,FALSE
KIF13A,OK,negbinomial.size,0.733718933,1,KIF13A,613,FALSE
KIF13B,OK,negbinomial.size,0.025394642,0.448157537,KIF13B,2726,TRUE
KIF14,OK,negbinomial.size,0.236599459,1,KIF14,111,FALSE
KIF15,OK,negbinomial.size,0.433717796,1,KIF15,49,FALSE
KIF16B,OK,negbinomial.size,0.997045096,1,KIF16B,2131,TRUE
KIF17,OK,negbinomial.size,1,1,KIF17,1,FALSE
KIF18A,OK,negbinomial.size,0.955461898,1,KIF18A,83,FALSE
KIF18B,OK,negbinomial.size,1,1,KIF18B,37,FALSE
KIF19,OK,negbinomial.size,0.921076905,1,KIF19,10,FALSE
KIF1A,OK,negbinomial.size,1,1,KIF1A,1,FALSE
KIF1B,OK,negbinomial.size,0.954271914,1,KIF1B,862,FALSE
KIF1BP,OK,negbinomial.size,0.883456013,1,KIF1BP,216,FALSE
KIF1C,OK,negbinomial.size,0.321555325,1,KIF1C,2182,TRUE
KIF20A,OK,negbinomial.size,0.971672492,1,KIF20A,58,FALSE
KIF20B,OK,negbinomial.size,0.496498927,1,KIF20B,217,FALSE
KIF21A,OK,negbinomial.size,0.98634955,1,KIF21A,1048,TRUE
KIF21B,OK,negbinomial.size,0.105338501,1,KIF21B,181,FALSE
KIF22,OK,negbinomial.size,0.269126251,1,KIF22,558,FALSE
KIF23,OK,negbinomial.size,0.596803245,1,KIF23,116,FALSE
KIF24,OK,negbinomial.size,0.294879152,1,KIF24,50,FALSE
KIF25,OK,negbinomial.size,0.999915082,1,KIF25,4,FALSE
KIF25-AS1,OK,negbinomial.size,1,1,KIF25-AS1,1,FALSE
KIF26A,OK,negbinomial.size,0.62479489,1,KIF26A,23,FALSE
KIF26B,OK,negbinomial.size,1,1,KIF26B,24,FALSE
KIF27,OK,negbinomial.size,0.753619309,1,KIF27,151,FALSE
KIF2A,OK,negbinomial.size,0.990889378,1,KIF2A,748,FALSE
KIF2C,OK,negbinomial.size,0.909063401,1,KIF2C,38,FALSE
KIF3A,OK,negbinomial.size,0.432744511,1,KIF3A,167,FALSE
KIF3B,OK,negbinomial.size,0.390668735,1,KIF3B,1696,TRUE
KIF3C,OK,negbinomial.size,0.99993403,1,KIF3C,19,FALSE
KIF4A,OK,negbinomial.size,0.974188451,1,KIF4A,66,FALSE
KIF4B,OK,negbinomial.size,1,1,KIF4B,0,FALSE
KIF5A,OK,negbinomial.size,0.982887268,1,KIF5A,8,FALSE
KIF5B,OK,negbinomial.size,0.398928326,1,KIF5B,3274,TRUE
KIF5C,OK,negbinomial.size,1,1,KIF5C,9,FALSE
KIF6,OK,negbinomial.size,1,1,KIF6,1,FALSE
KIF7,OK,negbinomial.size,0.548893103,1,KIF7,19,FALSE
KIF9,OK,negbinomial.size,0.005735188,0.148135843,KIF9,502,FALSE
KIF9-AS1,OK,negbinomial.size,0.571593165,1,KIF9-AS1,40,FALSE
KIFAP3,OK,negbinomial.size,0.324801533,1,KIFAP3,575,FALSE
KIFC1,OK,negbinomial.size,0.141524525,1,KIFC1,101,FALSE
KIFC2,OK,negbinomial.size,0.325925563,1,KIFC2,1134,TRUE
KIFC3,OK,negbinomial.size,0.958489996,1,KIFC3,105,FALSE
KIN,OK,negbinomial.size,0.152608513,1,KIN,1062,TRUE
KIR2DL1,OK,negbinomial.size,1,1,KIR2DL1,0,FALSE
KIR2DL3,OK,negbinomial.size,1,1,KIR2DL3,0,FALSE
KIR2DL4,OK,negbinomial.size,0.999993727,1,KIR2DL4,8,FALSE
KIR3DL1,OK,negbinomial.size,1,1,KIR3DL1,0,FALSE
KIR3DL2,OK,negbinomial.size,1,1,KIR3DL2,1,FALSE
KIR3DL3,OK,negbinomial.size,1,1,KIR3DL3,0,FALSE
KIR3DX1,OK,negbinomial.size,1,1,KIR3DX1,2,FALSE
KIRREL,OK,negbinomial.size,1,1,KIRREL,3,FALSE
KIRREL2,OK,negbinomial.size,1,1,KIRREL2,2,FALSE
KIRREL3,OK,negbinomial.size,0.742521194,1,KIRREL3,13,FALSE
KISS1,OK,negbinomial.size,0.080410872,0.951113839,KISS1,66,FALSE
KISS1R,OK,negbinomial.size,0.224452993,1,KISS1R,14,FALSE
KIT,OK,negbinomial.size,0.728308462,1,KIT,14,FALSE
KITLG,OK,negbinomial.size,0.783892576,1,KITLG,615,FALSE
KIZ,OK,negbinomial.size,0.716585937,1,KIZ,357,FALSE
KIZ-AS1,OK,negbinomial.size,1,1,KIZ-AS1,0,FALSE
KL,FAIL,negbinomial.size,1,1,KL,14,FALSE
KLB,OK,negbinomial.size,0.543679527,1,KLB,91,FALSE
KLC1,OK,negbinomial.size,0.510738192,1,KLC1,694,FALSE
KLC2,OK,negbinomial.size,0.62992089,1,KLC2,167,FALSE
KLC3,OK,negbinomial.size,0.994749432,1,KLC3,21,FALSE
KLC4,OK,negbinomial.size,0.821116926,1,KLC4,1586,TRUE
KLF1,OK,negbinomial.size,1,1,KLF1,0,FALSE
KLF10,OK,negbinomial.size,0.018424429,0.352722297,KLF10,1662,TRUE
KLF11,OK,negbinomial.size,0.159155142,1,KLF11,216,FALSE
KLF12,OK,negbinomial.size,0.345437623,1,KLF12,139,FALSE
KLF13,OK,negbinomial.size,0.044640253,0.653211602,KLF13,474,FALSE
KLF14,OK,negbinomial.size,1,1,KLF14,0,FALSE
KLF15,OK,negbinomial.size,1,1,KLF15,3,FALSE
KLF16,OK,negbinomial.size,0.302415035,1,KLF16,501,FALSE
KLF17,OK,negbinomial.size,1,1,KLF17,0,FALSE
KLF2,OK,negbinomial.size,0.013229363,0.278391854,KLF2,1370,TRUE
KLF3,OK,negbinomial.size,0.26441733,1,KLF3,3928,TRUE
KLF4,OK,negbinomial.size,0.709554466,1,KLF4,5787,TRUE
KLF5,OK,negbinomial.size,0.000763214,0.02825976,KLF5,5352,TRUE
KLF6,OK,negbinomial.size,2.42E-42,3.00E-39,KLF6,3595,TRUE
KLF7,OK,negbinomial.size,0.911393368,1,KLF7,162,FALSE
KLF8,OK,negbinomial.size,0.076776001,0.92762962,KLF8,37,FALSE
KLF9,OK,negbinomial.size,0.372043959,1,KLF9,1218,TRUE
KLHDC1,OK,negbinomial.size,0.983301841,1,KLHDC1,86,FALSE
KLHDC10,OK,negbinomial.size,0.99420809,1,KLHDC10,604,FALSE
KLHDC2,OK,negbinomial.size,0.987283546,1,KLHDC2,1849,TRUE
KLHDC3,OK,negbinomial.size,0.965580753,1,KLHDC3,564,FALSE
KLHDC4,OK,negbinomial.size,0.131305015,1,KLHDC4,391,FALSE
KLHDC7A,OK,negbinomial.size,0.499975688,1,KLHDC7A,32,FALSE
KLHDC7B,FAIL,negbinomial.size,1,1,KLHDC7B,3,FALSE
KLHDC8A,OK,negbinomial.size,1,1,KLHDC8A,0,FALSE
KLHDC8B,OK,negbinomial.size,0.491500264,1,KLHDC8B,36,FALSE
KLHDC9,OK,negbinomial.size,0.999897439,1,KLHDC9,175,FALSE
KLHL10,OK,negbinomial.size,1,1,KLHL10,1,FALSE
KLHL11,OK,negbinomial.size,0.760927761,1,KLHL11,139,FALSE
KLHL12,OK,negbinomial.size,0.597750204,1,KLHL12,412,FALSE
KLHL13,OK,negbinomial.size,0.48890177,1,KLHL13,52,FALSE
KLHL14,OK,negbinomial.size,1,1,KLHL14,4,FALSE
KLHL15,OK,negbinomial.size,0.036283507,0.577725685,KLHL15,325,FALSE
KLHL17,OK,negbinomial.size,0.990414299,1,KLHL17,111,FALSE
KLHL18,OK,negbinomial.size,0.560897886,1,KLHL18,456,FALSE
KLHL2,OK,negbinomial.size,0.998400709,1,KLHL2,247,FALSE
KLHL20,OK,negbinomial.size,0.982107138,1,KLHL20,453,FALSE
KLHL21,OK,negbinomial.size,0.043322148,0.643079313,KLHL21,229,FALSE
KLHL22,OK,negbinomial.size,0.957928605,1,KLHL22,34,FALSE
KLHL23,OK,negbinomial.size,0.569270682,1,KLHL23,309,FALSE
KLHL24,OK,negbinomial.size,0.889738202,1,KLHL24,1072,TRUE
KLHL25,OK,negbinomial.size,0.983995515,1,KLHL25,178,FALSE
KLHL26,OK,negbinomial.size,0.776362144,1,KLHL26,84,FALSE
KLHL28,OK,negbinomial.size,0.776714416,1,KLHL28,548,FALSE
KLHL29,OK,negbinomial.size,0.018032417,0.3476664,KLHL29,56,FALSE
KLHL3,FAIL,negbinomial.size,1,1,KLHL3,32,FALSE
KLHL30,FAIL,negbinomial.size,1,1,KLHL30,6,FALSE
