BEAM Analysis Results Table,,,,,,,
,status,family,pval,qval,gene_short_name,num_cells_expressed,use_for_ordering
TMEM164,OK,negbinomial.size,0.003831317,0.107634362,TMEM164,356,FALSE
TMEM165,OK,negbinomial.size,1.50E-05,0.000897065,TMEM165,960,TRUE
TMEM167A,OK,negbinomial.size,0.458523998,1,TMEM167A,1978,TRUE
TMEM167B,OK,negbinomial.size,0.414441013,1,TMEM167B,596,FALSE
TMEM168,OK,negbinomial.size,0.747112943,1,TMEM168,724,FALSE
TMEM169,OK,negbinomial.size,1,1,TMEM169,3,FALSE
TMEM17,FAIL,negbinomial.size,1,1,TMEM17,17,FALSE
TMEM170A,OK,negbinomial.size,0.00862484,0.205008452,TMEM170A,551,FALSE
TMEM170B,OK,negbinomial.size,0.122740982,1,TMEM170B,18,FALSE
TMEM171,OK,negbinomial.size,0.001155628,0.040240431,TMEM171,1874,TRUE
TMEM173,OK,negbinomial.size,0.948374806,1,TMEM173,427,FALSE
TMEM175,OK,negbinomial.size,0.161619644,1,TMEM175,558,FALSE
TMEM176A,OK,negbinomial.size,0.002116412,0.06679579,TMEM176A,3660,TRUE
TMEM176B,OK,negbinomial.size,0.000102458,0.005039563,TMEM176B,4108,TRUE
TMEM177,OK,negbinomial.size,0.95641981,1,TMEM177,197,FALSE
TMEM178A,OK,negbinomial.size,0.357219442,1,TMEM178A,66,FALSE
TMEM178B,OK,negbinomial.size,1,1,TMEM178B,10,FALSE
TMEM179,OK,negbinomial.size,1,1,TMEM179,0,FALSE
TMEM179B,OK,negbinomial.size,0.061654553,0.810026366,TMEM179B,1964,TRUE
TMEM18,OK,negbinomial.size,0.980877844,1,TMEM18,735,FALSE
TMEM181,OK,negbinomial.size,0.874019986,1,TMEM181,1313,TRUE
TMEM182,OK,negbinomial.size,1,1,TMEM182,42,FALSE
TMEM183A,OK,negbinomial.size,0.895488214,1,TMEM183A,1111,FALSE
TMEM184A,OK,negbinomial.size,0.048020536,0.685840011,TMEM184A,1794,TRUE
TMEM184B,OK,negbinomial.size,0.891385112,1,TMEM184B,390,FALSE
TMEM184C,OK,negbinomial.size,0.831781482,1,TMEM184C,171,FALSE
TMEM185A,OK,negbinomial.size,0.900368178,1,TMEM185A,192,FALSE
TMEM185B,OK,negbinomial.size,0.364635936,1,TMEM185B,245,FALSE
TMEM186,OK,negbinomial.size,0.760029535,1,TMEM186,144,FALSE
TMEM187,OK,negbinomial.size,0.823212268,1,TMEM187,187,FALSE
TMEM189,OK,negbinomial.size,0.002554865,0.076612547,TMEM189,327,FALSE
TMEM189-UBE2V1,OK,negbinomial.size,0.996677577,1,TMEM189-UBE2V1,1,FALSE
TMEM19,OK,negbinomial.size,0.183735912,1,TMEM19,279,FALSE
TMEM190,OK,negbinomial.size,1,1,TMEM190,0,FALSE
TMEM191B,OK,negbinomial.size,0.322736913,1,TMEM191B,299,FALSE
TMEM191C,OK,negbinomial.size,0.659768286,1,TMEM191C,320,FALSE
TMEM192,OK,negbinomial.size,0.953755299,1,TMEM192,518,FALSE
TMEM198,FAIL,negbinomial.size,1,1,TMEM198,37,FALSE
TMEM199,OK,negbinomial.size,0.035039083,0.563936262,TMEM199,583,FALSE
TMEM2,OK,negbinomial.size,0.179213423,1,TMEM2,180,FALSE
TMEM200A,OK,negbinomial.size,0.847027225,1,TMEM200A,345,FALSE
TMEM200B,FAIL,negbinomial.size,1,1,TMEM200B,6,FALSE
TMEM200C,OK,negbinomial.size,1,1,TMEM200C,1,FALSE
TMEM201,OK,negbinomial.size,0.57126906,1,TMEM201,55,FALSE
TMEM203,OK,negbinomial.size,0.892923069,1,TMEM203,597,FALSE
TMEM204,OK,negbinomial.size,1,1,TMEM204,5,FALSE
TMEM205,OK,negbinomial.size,0.21553262,1,TMEM205,651,FALSE
TMEM206,OK,negbinomial.size,0.94002549,1,TMEM206,68,FALSE
TMEM208,OK,negbinomial.size,0.574868556,1,TMEM208,1964,TRUE
TMEM209,OK,negbinomial.size,0.942564311,1,TMEM209,351,FALSE
TMEM210,OK,negbinomial.size,1,1,TMEM210,1,FALSE
TMEM211,OK,negbinomial.size,1,1,TMEM211,24,FALSE
TMEM213,OK,negbinomial.size,0.998695676,1,TMEM213,1,FALSE
TMEM214,OK,negbinomial.size,0.743922196,1,TMEM214,1039,TRUE
TMEM215,OK,negbinomial.size,1,1,TMEM215,0,FALSE
TMEM216,OK,negbinomial.size,0.492748169,1,TMEM216,202,FALSE
TMEM217,OK,negbinomial.size,0.316922234,1,TMEM217,39,FALSE
TMEM218,OK,negbinomial.size,0.98327924,1,TMEM218,190,FALSE
TMEM219,OK,negbinomial.size,0.007119861,0.176117579,TMEM219,3042,TRUE
TMEM220,OK,negbinomial.size,0.665798459,1,TMEM220,883,FALSE
TMEM220-AS1,OK,negbinomial.size,0.996804159,1,TMEM220-AS1,16,FALSE
TMEM221,OK,negbinomial.size,1,1,TMEM221,0,FALSE
TMEM222,OK,negbinomial.size,0.154623035,1,TMEM222,779,FALSE
TMEM223,OK,negbinomial.size,0.0625612,0.816088267,TMEM223,362,FALSE
TMEM229A,OK,negbinomial.size,0.489694438,1,TMEM229A,7,FALSE
TMEM229B,OK,negbinomial.size,0.266930219,1,TMEM229B,52,FALSE
TMEM230,OK,negbinomial.size,0.101187048,1,TMEM230,716,FALSE
TMEM231,OK,negbinomial.size,0.67327992,1,TMEM231,91,FALSE
TMEM232,OK,negbinomial.size,0.821291809,1,TMEM232,18,FALSE
TMEM233,OK,negbinomial.size,1,1,TMEM233,0,FALSE
TMEM234,OK,negbinomial.size,0.735953545,1,TMEM234,342,FALSE
TMEM236,OK,negbinomial.size,0.011424234,0.250753551,TMEM236,1986,TRUE
TMEM237,OK,negbinomial.size,0.423973525,1,TMEM237,72,FALSE
TMEM238,OK,negbinomial.size,7.74E-06,0.000499247,TMEM238,3681,TRUE
TMEM240,OK,negbinomial.size,1,1,TMEM240,3,FALSE
TMEM241,OK,negbinomial.size,0.902459763,1,TMEM241,56,FALSE
TMEM242,OK,negbinomial.size,0.91481043,1,TMEM242,595,FALSE
TMEM243,OK,negbinomial.size,0.262823064,1,TMEM243,404,FALSE
TMEM244,OK,negbinomial.size,1,1,TMEM244,0,FALSE
TMEM245,OK,negbinomial.size,0.923984693,1,TMEM245,716,FALSE
TMEM246,OK,negbinomial.size,0.999761955,1,TMEM246,590,FALSE
TMEM246-AS1,OK,negbinomial.size,1,1,TMEM246-AS1,0,FALSE
TMEM247,OK,negbinomial.size,1,1,TMEM247,0,FALSE
TMEM248,OK,negbinomial.size,0.627187386,1,TMEM248,1843,TRUE
TMEM249,FAIL,negbinomial.size,1,1,TMEM249,36,FALSE
TMEM25,OK,negbinomial.size,0.641030134,1,TMEM25,36,FALSE
TMEM251,OK,negbinomial.size,0.23050838,1,TMEM251,399,FALSE
TMEM252,OK,negbinomial.size,1,1,TMEM252,20,FALSE
TMEM253,OK,negbinomial.size,0.24044705,1,TMEM253,841,FALSE
TMEM254,OK,negbinomial.size,0.758893518,1,TMEM254,273,FALSE
TMEM254-AS1,OK,negbinomial.size,0.999946833,1,TMEM254-AS1,22,FALSE
TMEM255A,OK,negbinomial.size,1,1,TMEM255A,0,FALSE
TMEM255B,OK,negbinomial.size,0.653316865,1,TMEM255B,55,FALSE
TMEM256,OK,negbinomial.size,0.049259942,0.699186237,TMEM256,1159,FALSE
TMEM256-PLSCR3,OK,negbinomial.size,1,1,TMEM256-PLSCR3,3,FALSE
TMEM256-PLSCR3.1,OK,negbinomial.size,1,1,TMEM256-PLSCR3.1,0,FALSE
TMEM258,OK,negbinomial.size,0.031728342,0.524826285,TMEM258,2920,TRUE
TMEM259,OK,negbinomial.size,0.007163622,0.177053142,TMEM259,1856,TRUE
TMEM26,OK,negbinomial.size,1,1,TMEM26,0,FALSE
TMEM26-AS1,OK,negbinomial.size,1,1,TMEM26-AS1,0,FALSE
TMEM260,OK,negbinomial.size,0.021418902,0.396788822,TMEM260,223,FALSE
TMEM261,OK,negbinomial.size,0.081250828,0.954823175,TMEM261,280,FALSE
TMEM262,OK,negbinomial.size,0.999999618,1,TMEM262,13,FALSE
TMEM263,OK,negbinomial.size,0.294513821,1,TMEM263,349,FALSE
TMEM266,FAIL,negbinomial.size,1,1,TMEM266,2,FALSE
TMEM27,OK,negbinomial.size,1,1,TMEM27,2,FALSE
TMEM30A,OK,negbinomial.size,0.281189151,1,TMEM30A,1555,TRUE
TMEM30B,OK,negbinomial.size,0.267408059,1,TMEM30B,1666,TRUE
TMEM30C,OK,negbinomial.size,1,1,TMEM30C,0,FALSE
TMEM31,OK,negbinomial.size,0.999999865,1,TMEM31,3,FALSE
TMEM33,OK,negbinomial.size,0.842901427,1,TMEM33,1364,TRUE
TMEM35,OK,negbinomial.size,1,1,TMEM35,0,FALSE
TMEM37,OK,negbinomial.size,6.66E-22,1.95E-19,TMEM37,2712,TRUE
TMEM38A,OK,negbinomial.size,0.991956809,1,TMEM38A,58,FALSE
TMEM38B,OK,negbinomial.size,0.793317044,1,TMEM38B,627,FALSE
TMEM39A,OK,negbinomial.size,0.252251377,1,TMEM39A,294,FALSE
TMEM39B,OK,negbinomial.size,0.720933465,1,TMEM39B,137,FALSE
TMEM40,OK,negbinomial.size,1,1,TMEM40,4,FALSE
TMEM41A,OK,negbinomial.size,0.005686851,0.147142344,TMEM41A,424,FALSE
TMEM41B,OK,negbinomial.size,0.714893453,1,TMEM41B,1100,TRUE
TMEM42,OK,negbinomial.size,0.849809208,1,TMEM42,128,FALSE
TMEM43,OK,negbinomial.size,0.007686963,0.187511705,TMEM43,245,FALSE
TMEM44,OK,negbinomial.size,0.786433498,1,TMEM44,824,FALSE
TMEM44-AS1,OK,negbinomial.size,0.619972765,1,TMEM44-AS1,159,FALSE
TMEM45A,OK,negbinomial.size,1,1,TMEM45A,31,FALSE
TMEM45B,OK,negbinomial.size,4.09E-08,3.77E-06,TMEM45B,3558,TRUE
TMEM47,OK,negbinomial.size,1,1,TMEM47,16,FALSE
TMEM5,OK,negbinomial.size,0.959796095,1,TMEM5,39,FALSE
TMEM50A,OK,negbinomial.size,0.000618646,0.023671363,TMEM50A,2855,TRUE
TMEM50B,OK,negbinomial.size,0.494870335,1,TMEM50B,1334,TRUE
TMEM51,OK,negbinomial.size,0.999733047,1,TMEM51,580,FALSE
TMEM51-AS1,OK,negbinomial.size,0.83721206,1,TMEM51-AS1,109,FALSE
TMEM52,OK,negbinomial.size,0.92941689,1,TMEM52,90,FALSE
TMEM52B,OK,negbinomial.size,1,1,TMEM52B,1,FALSE
TMEM53,OK,negbinomial.size,0.135273998,1,TMEM53,491,FALSE
TMEM54,OK,negbinomial.size,3.94E-14,6.67E-12,TMEM54,5977,TRUE
TMEM55A,OK,negbinomial.size,0.153990508,1,TMEM55A,32,FALSE
TMEM55B,OK,negbinomial.size,0.860699975,1,TMEM55B,89,FALSE
TMEM56,OK,negbinomial.size,0.185372903,1,TMEM56,512,FALSE
TMEM56-RWDD3,OK,negbinomial.size,0.99999589,1,TMEM56-RWDD3,6,FALSE
TMEM57,OK,negbinomial.size,0.66353115,1,TMEM57,61,FALSE
TMEM59,OK,negbinomial.size,1.89E-29,9.72E-27,TMEM59,5071,TRUE
TMEM59L,OK,negbinomial.size,1,1,TMEM59L,1,FALSE
TMEM60,OK,negbinomial.size,0.958873071,1,TMEM60,641,FALSE
TMEM61,OK,negbinomial.size,0.876267644,1,TMEM61,123,FALSE
TMEM62,OK,negbinomial.size,0.978019311,1,TMEM62,492,FALSE
TMEM63A,OK,negbinomial.size,6.92E-05,0.003566469,TMEM63A,1055,TRUE
TMEM63B,OK,negbinomial.size,0.534786458,1,TMEM63B,1701,TRUE
TMEM63C,OK,negbinomial.size,0.728131551,1,TMEM63C,114,FALSE
TMEM64,OK,negbinomial.size,0.228444429,1,TMEM64,85,FALSE
TMEM65,OK,negbinomial.size,0.727966068,1,TMEM65,949,FALSE
TMEM67,OK,negbinomial.size,0.998512237,1,TMEM67,55,FALSE
TMEM68,OK,negbinomial.size,0.473936602,1,TMEM68,276,FALSE
TMEM69,OK,negbinomial.size,0.840059713,1,TMEM69,609,FALSE
TMEM70,OK,negbinomial.size,0.805652095,1,TMEM70,876,FALSE
TMEM71,OK,negbinomial.size,1,1,TMEM71,8,FALSE
TMEM72,OK,negbinomial.size,0.227135926,1,TMEM72,266,FALSE
TMEM72-AS1,FAIL,negbinomial.size,1,1,TMEM72-AS1,3,FALSE
TMEM74,OK,negbinomial.size,1,1,TMEM74,2,FALSE
TMEM74B,OK,negbinomial.size,0.302365131,1,TMEM74B,75,FALSE
TMEM78,OK,negbinomial.size,1,1,TMEM78,0,FALSE
TMEM79,OK,negbinomial.size,0.845001991,1,TMEM79,51,FALSE
TMEM80,OK,negbinomial.size,0.965813915,1,TMEM80,228,FALSE
TMEM81,FAIL,negbinomial.size,1,1,TMEM81,12,FALSE
TMEM82,OK,negbinomial.size,0.711577084,1,TMEM82,763,FALSE
TMEM86A,OK,negbinomial.size,0.990830605,1,TMEM86A,17,FALSE
TMEM86B,OK,negbinomial.size,0.836468459,1,TMEM86B,108,FALSE
TMEM87A,OK,negbinomial.size,0.004012575,0.111569797,TMEM87A,2144,TRUE
TMEM87B,OK,negbinomial.size,0.998439947,1,TMEM87B,1699,TRUE
TMEM88,OK,negbinomial.size,0.605970291,1,TMEM88,61,FALSE
TMEM89,OK,negbinomial.size,0.507698144,1,TMEM89,28,FALSE
TMEM8A,OK,negbinomial.size,0.001001888,0.035509244,TMEM8A,2519,TRUE
TMEM8B,OK,negbinomial.size,0.777084542,1,TMEM8B,247,FALSE
TMEM9,OK,negbinomial.size,0.544623444,1,TMEM9,308,FALSE
TMEM91,OK,negbinomial.size,0.743554245,1,TMEM91,33,FALSE
TMEM92,OK,negbinomial.size,0.323823233,1,TMEM92,284,FALSE
TMEM92-AS1,OK,negbinomial.size,1,1,TMEM92-AS1,8,FALSE
TMEM94,OK,negbinomial.size,0.094019473,1,TMEM94,857,FALSE
TMEM95,FAIL,negbinomial.size,1,1,TMEM95,18,FALSE
TMEM97,OK,negbinomial.size,0.921195014,1,TMEM97,223,FALSE
TMEM98,OK,negbinomial.size,0.017476651,0.341815305,TMEM98,693,FALSE
TMEM99,OK,negbinomial.size,0.837552529,1,TMEM99,289,FALSE
TMEM9B,OK,negbinomial.size,0.037232955,0.587110113,TMEM9B,1763,TRUE
TMEM9B-AS1,OK,negbinomial.size,0.378995392,1,TMEM9B-AS1,34,FALSE
TMF1,OK,negbinomial.size,0.276984285,1,TMF1,1972,TRUE
TMIE,OK,negbinomial.size,1,1,TMIE,0,FALSE
TMIGD1,OK,negbinomial.size,4.35E-19,1.06E-16,TMIGD1,2691,TRUE
TMIGD2,OK,negbinomial.size,0.72753549,1,TMIGD2,15,FALSE
TMIGD3,FAIL,negbinomial.size,1,1,TMIGD3,2,FALSE
TMLHE,OK,negbinomial.size,0.968755079,1,TMLHE,193,FALSE
TMLHE-AS1,OK,negbinomial.size,1,1,TMLHE-AS1,3,FALSE
TMOD1,OK,negbinomial.size,0.998100959,1,TMOD1,11,FALSE
TMOD2,OK,negbinomial.size,0.099122189,1,TMOD2,19,FALSE
TMOD3,OK,negbinomial.size,0.777532046,1,TMOD3,1937,TRUE
TMOD4,OK,negbinomial.size,1,1,TMOD4,0,FALSE
TMPO,OK,negbinomial.size,0.164259307,1,TMPO,1017,TRUE
TMPO-AS1,OK,negbinomial.size,0.808750952,1,TMPO-AS1,130,FALSE
TMPPE,OK,negbinomial.size,1,1,TMPPE,17,FALSE
TMPRSS11E,OK,negbinomial.size,1,1,TMPRSS11E,5,FALSE
TMPRSS13,OK,negbinomial.size,0.832061092,1,TMPRSS13,33,FALSE
TMPRSS2,OK,negbinomial.size,1.68E-10,2.12E-08,TMPRSS2,4227,TRUE
TMPRSS3,OK,negbinomial.size,0.966738167,1,TMPRSS3,119,FALSE
TMPRSS4,OK,negbinomial.size,0.897736728,1,TMPRSS4,3604,TRUE
TMPRSS5,OK,negbinomial.size,0.460813309,1,TMPRSS5,23,FALSE
TMPRSS6,OK,negbinomial.size,0.592775148,1,TMPRSS6,44,FALSE
TMPRSS7,OK,negbinomial.size,0.967276653,1,TMPRSS7,27,FALSE
TMPRSS9,OK,negbinomial.size,0.985871021,1,TMPRSS9,9,FALSE
TMSB10,OK,negbinomial.size,4.50E-72,1.49E-68,TMSB10,7865,TRUE
TMSB15A,OK,negbinomial.size,1,1,TMSB15A,2,FALSE
TMSB15B,OK,negbinomial.size,1,1,TMSB15B,8,FALSE
TMSB4X,OK,negbinomial.size,0.351566156,1,TMSB4X,8312,TRUE
TMSB4Y,OK,negbinomial.size,0.644947183,1,TMSB4Y,297,FALSE
TMTC1,FAIL,negbinomial.size,1,1,TMTC1,3,FALSE
TMTC2,OK,negbinomial.size,0.00359419,0.101836516,TMTC2,215,FALSE
TMTC3,OK,negbinomial.size,0.943693046,1,TMTC3,266,FALSE
TMTC4,OK,negbinomial.size,0.509682243,1,TMTC4,334,FALSE
TMUB1,OK,negbinomial.size,0.923886276,1,TMUB1,2371,TRUE
TMUB2,OK,negbinomial.size,0.977329414,1,TMUB2,996,FALSE
TMX1,OK,negbinomial.size,0.418854082,1,TMX1,957,FALSE
TMX2,OK,negbinomial.size,0.008063405,0.195154715,TMX2,420,FALSE
TMX3,OK,negbinomial.size,0.841685127,1,TMX3,575,FALSE
TMX4,OK,negbinomial.size,0.823229752,1,TMX4,712,TRUE
TNC,OK,negbinomial.size,1,1,TNC,10,FALSE
TNF,OK,negbinomial.size,0.735104845,1,TNF,95,FALSE
TNFAIP1,OK,negbinomial.size,0.823349316,1,TNFAIP1,511,FALSE
TNFAIP2,OK,negbinomial.size,0.120990454,1,TNFAIP2,218,FALSE
TNFAIP3,OK,negbinomial.size,0.240889715,1,TNFAIP3,1526,TRUE
TNFAIP6,OK,negbinomial.size,0.914426313,1,TNFAIP6,11,FALSE
TNFAIP8,OK,negbinomial.size,0.999370223,1,TNFAIP8,242,FALSE
TNFAIP8L1,OK,negbinomial.size,0.966584683,1,TNFAIP8L1,136,FALSE
TNFAIP8L2,OK,negbinomial.size,0.999973813,1,TNFAIP8L2,4,FALSE
TNFAIP8L3,OK,negbinomial.size,0.556274434,1,TNFAIP8L3,34,FALSE
TNFRSF10A,OK,negbinomial.size,0.146416493,1,TNFRSF10A,345,FALSE
TNFRSF10B,OK,negbinomial.size,0.599732891,1,TNFRSF10B,788,TRUE
TNFRSF10C,FAIL,negbinomial.size,1,1,TNFRSF10C,9,FALSE
TNFRSF10D,OK,negbinomial.size,0.000892273,0.032198959,TNFRSF10D,619,TRUE
TNFRSF11A,OK,negbinomial.size,0.92919415,1,TNFRSF11A,749,FALSE
TNFRSF11B,OK,negbinomial.size,0.328744549,1,TNFRSF11B,142,FALSE
TNFRSF12A,OK,negbinomial.size,7.28E-08,6.42E-06,TNFRSF12A,1263,TRUE
TNFRSF13B,OK,negbinomial.size,1,1,TNFRSF13B,5,FALSE
TNFRSF13C,OK,negbinomial.size,0.284429669,1,TNFRSF13C,29,FALSE
TNFRSF14,OK,negbinomial.size,0.041677125,0.629554957,TNFRSF14,869,FALSE
TNFRSF17,OK,negbinomial.size,0.446926779,1,TNFRSF17,35,FALSE
TNFRSF18,OK,negbinomial.size,0.8553217,1,TNFRSF18,45,FALSE
TNFRSF19,FAIL,negbinomial.size,1,1,TNFRSF19,12,FALSE
TNFRSF1A,OK,negbinomial.size,0.002235998,0.06978888,TNFRSF1A,3034,TRUE
TNFRSF1B,OK,negbinomial.size,0.803049511,1,TNFRSF1B,614,FALSE
TNFRSF21,OK,negbinomial.size,0.102753346,1,TNFRSF21,1515,TRUE
TNFRSF25,OK,negbinomial.size,0.052361953,0.731374287,TNFRSF25,800,TRUE
TNFRSF4,OK,negbinomial.size,0.106409772,1,TNFRSF4,41,FALSE
TNFRSF8,OK,negbinomial.size,1,1,TNFRSF8,2,FALSE
TNFRSF9,FAIL,negbinomial.size,1,1,TNFRSF9,9,FALSE
TNFSF10,OK,negbinomial.size,3.34E-11,4.49E-09,TNFSF10,3629,TRUE
TNFSF11,OK,negbinomial.size,1,1,TNFSF11,1,FALSE
TNFSF12,OK,negbinomial.size,0.196813624,1,TNFSF12,46,FALSE
TNFSF13,OK,negbinomial.size,0.725181619,1,TNFSF13,60,FALSE
TNFSF13B,OK,negbinomial.size,0.427289471,1,TNFSF13B,58,FALSE
TNFSF14,OK,negbinomial.size,0.992818226,1,TNFSF14,8,FALSE
TNFSF15,OK,negbinomial.size,0.44152911,1,TNFSF15,387,FALSE
TNFSF18,OK,negbinomial.size,1,1,TNFSF18,0,FALSE
TNFSF4,OK,negbinomial.size,0.935236023,1,TNFSF4,25,FALSE
TNFSF8,OK,negbinomial.size,0.464581597,1,TNFSF8,5,FALSE
TNFSF9,OK,negbinomial.size,0.028801414,0.491123421,TNFSF9,514,TRUE
TNIK,OK,negbinomial.size,0.708218372,1,TNIK,841,FALSE
TNIP1,OK,negbinomial.size,0.062966875,0.819944794,TNIP1,1834,TRUE
TNIP2,OK,negbinomial.size,0.395518987,1,TNIP2,1549,TRUE
TNIP3,OK,negbinomial.size,0.400819221,1,TNIP3,73,FALSE
TNK1,OK,negbinomial.size,0.474811672,1,TNK1,425,FALSE
TNK2,OK,negbinomial.size,0.950135572,1,TNK2,562,FALSE
TNK2-AS1,OK,negbinomial.size,0.898371244,1,TNK2-AS1,13,FALSE
TNKS,OK,negbinomial.size,0.181277824,1,TNKS,428,FALSE
TNKS1BP1,OK,negbinomial.size,0.952953885,1,TNKS1BP1,1205,TRUE
TNKS2,OK,negbinomial.size,0.984776514,1,TNKS2,992,TRUE
TNKS2-AS1,FAIL,negbinomial.size,1,1,TNKS2-AS1,2,FALSE
TNMD,OK,negbinomial.size,0.031234276,0.519821359,TNMD,64,FALSE
TNN,OK,negbinomial.size,1,1,TNN,0,FALSE
TNNC1,OK,negbinomial.size,0.918830942,1,TNNC1,91,FALSE
TNNC2,OK,negbinomial.size,0.955631995,1,TNNC2,1530,TRUE
TNNI1,OK,negbinomial.size,0.147517059,1,TNNI1,39,FALSE
TNNI2,OK,negbinomial.size,0.005564906,0.145253474,TNNI2,9,FALSE
TNNI3,OK,negbinomial.size,0.105104018,1,TNNI3,85,FALSE
TNNI3K,OK,negbinomial.size,1,1,TNNI3K,2,FALSE
TNNT1,OK,negbinomial.size,0.470170769,1,TNNT1,82,FALSE
TNNT2,OK,negbinomial.size,0.54227229,1,TNNT2,47,FALSE
TNNT3,OK,negbinomial.size,0.998504204,1,TNNT3,1,FALSE
TNPO1,OK,negbinomial.size,0.837821209,1,TNPO1,1175,TRUE
TNPO2,OK,negbinomial.size,0.121213622,1,TNPO2,492,FALSE
TNPO3,OK,negbinomial.size,0.524162968,1,TNPO3,854,FALSE
TNR,OK,negbinomial.size,0.994800973,1,TNR,2,FALSE
TNRC18,OK,negbinomial.size,0.002410813,0.073550778,TNRC18,1356,TRUE
TNRC6A,OK,negbinomial.size,0.991125228,1,TNRC6A,707,FALSE
TNRC6B,OK,negbinomial.size,0.57011562,1,TNRC6B,2027,TRUE
TNRC6C,OK,negbinomial.size,0.575010149,1,TNRC6C,388,FALSE
TNS1,OK,negbinomial.size,0.999996738,1,TNS1,20,FALSE
TNS2,OK,negbinomial.size,0.840405322,1,TNS2,87,FALSE
TNS3,OK,negbinomial.size,0.976160722,1,TNS3,1172,TRUE
TNS4,OK,negbinomial.size,0.090842478,1,TNS4,309,FALSE
TNXB,OK,negbinomial.size,0.607266143,1,TNXB,27,FALSE
TOB1,OK,negbinomial.size,3.98E-05,0.002173109,TOB1,3711,TRUE
TOB2,OK,negbinomial.size,0.99938244,1,TOB2,2127,TRUE
TOE1,OK,negbinomial.size,0.317703442,1,TOE1,523,FALSE
TOLLIP,OK,negbinomial.size,0.970201858,1,TOLLIP,1142,TRUE
TOLLIP-AS1,OK,negbinomial.size,0.990394687,1,TOLLIP-AS1,69,FALSE
TOM1,OK,negbinomial.size,0.983592026,1,TOM1,950,FALSE
TOM1L1,OK,negbinomial.size,0.286644703,1,TOM1L1,705,FALSE
TOM1L2,OK,negbinomial.size,0.44707792,1,TOM1L2,921,FALSE
TOMM20,OK,negbinomial.size,0.128096643,1,TOMM20,2116,TRUE
TOMM20L,OK,negbinomial.size,1,1,TOMM20L,4,FALSE
TOMM22,OK,negbinomial.size,0.996754031,1,TOMM22,1356,TRUE
TOMM34,OK,negbinomial.size,0.997079904,1,TOMM34,348,FALSE
TOMM40,OK,negbinomial.size,0.024225594,0.434210624,TOMM40,1077,TRUE
TOMM40L,OK,negbinomial.size,0.107230104,1,TOMM40L,196,FALSE
TOMM5,OK,negbinomial.size,0.005659471,0.146721361,TOMM5,708,FALSE
TOMM7,OK,negbinomial.size,0.696556857,1,TOMM7,4373,TRUE
TOMM70A,OK,negbinomial.size,0.124510594,1,TOMM70A,66,FALSE
TONSL,OK,negbinomial.size,0.212230301,1,TONSL,685,FALSE
TOP1,OK,negbinomial.size,0.542622583,1,TOP1,3574,TRUE
TOP1MT,OK,negbinomial.size,0.877825594,1,TOP1MT,319,FALSE
TOP2A,OK,negbinomial.size,0.316829975,1,TOP2A,279,FALSE
TOP2B,OK,negbinomial.size,0.993276288,1,TOP2B,888,FALSE
TOP3A,OK,negbinomial.size,0.143502007,1,TOP3A,130,FALSE
TOP3B,OK,negbinomial.size,0.978060654,1,TOP3B,211,FALSE
TOPBP1,OK,negbinomial.size,0.868244247,1,TOPBP1,495,FALSE
TOPORS,OK,negbinomial.size,0.985234692,1,TOPORS,1148,TRUE
TOPORS-AS1,OK,negbinomial.size,0.144836991,1,TOPORS-AS1,61,FALSE
TOR1A,OK,negbinomial.size,0.308672543,1,TOR1A,642,FALSE
TOR1AIP1,OK,negbinomial.size,0.961697043,1,TOR1AIP1,521,FALSE
TOR1AIP2,OK,negbinomial.size,0.739931169,1,TOR1AIP2,1621,TRUE
TOR1B,OK,negbinomial.size,0.738715144,1,TOR1B,680,FALSE
TOR2A,OK,negbinomial.size,0.985729757,1,TOR2A,668,FALSE
TOR3A,OK,negbinomial.size,0.006536255,0.16385715,TOR3A,237,FALSE
TOR4A,OK,negbinomial.size,0.091527521,1,TOR4A,1138,TRUE
TOX,OK,negbinomial.size,0.674948525,1,TOX,189,FALSE
TOX2,OK,negbinomial.size,0.258272211,1,TOX2,21,FALSE
TOX3,OK,negbinomial.size,0.181203876,1,TOX3,1465,TRUE
TOX4,OK,negbinomial.size,0.985752707,1,TOX4,1486,TRUE
TP53,OK,negbinomial.size,0.996354938,1,TP53,268,FALSE
TP53AIP1,OK,negbinomial.size,1,1,TP53AIP1,0,FALSE
TP53BP1,OK,negbinomial.size,0.240309122,1,TP53BP1,426,FALSE
TP53BP2,OK,negbinomial.size,0.825029255,1,TP53BP2,548,FALSE
TP53I11,OK,negbinomial.size,0.006069657,0.154763279,TP53I11,370,FALSE
TP53I13,OK,negbinomial.size,0.357662354,1,TP53I13,402,FALSE
TP53I3,OK,negbinomial.size,0.005428769,0.142067891,TP53I3,3556,TRUE
TP53INP1,OK,negbinomial.size,0.014347224,0.295745291,TP53INP1,959,TRUE
TP53INP2,OK,negbinomial.size,1.16E-07,9.86E-06,TP53INP2,2060,TRUE
TP53RK,OK,negbinomial.size,0.994129976,1,TP53RK,522,FALSE
TP53TG1,OK,negbinomial.size,0.935962314,1,TP53TG1,1402,TRUE
TP53TG3D,OK,negbinomial.size,1,1,TP53TG3D,0,FALSE
TP53TG5,OK,negbinomial.size,0.999999996,1,TP53TG5,2,FALSE
TP63,OK,negbinomial.size,1,1,TP63,1,FALSE
TP73,OK,negbinomial.size,1,1,TP73,7,FALSE
TP73-AS1,OK,negbinomial.size,1,1,TP73-AS1,0,FALSE
